Num,Reviews
345,"A13! what else you need, perfect camera, awesome display, classy build, just battery performance is weak, heavy usage goes for 6hrs, normal can work for 20hrsREAD MORE"
346,"Phone is simply awesome. Perfect size to hold in hand. Got 10-12 hrs back up in a day with moderate usage. I don?ôt use phone for gaming, it?ôs only for social media and calling purpose. Camera  quality is very impressive, in nights too. Front camera is awesome it takes nice clicks in low light also. It was a right decision to buy this phone.READ MORE"
347,The Phone is outstanding except for the battery backup. U have to modify the system setting to use the phone for full day without charging. Turn off the unnecessary location and display services to use the phone seamlessly. Not recommended for heavy Gamers and Multimedia Users. Best entry level phone for experiencing IOS. Processor is super fast.READ MORE
348,"I love this phone and was waiting for it for quite sometime now. Excellent phone & is likely to remain in the market for 2 years. Love the specs, very handy and since i upgraded from iphone se (1st gen), didn?ôt have any problem. The only minus, i was expecting and read on multiple forums as well, is the battery. Highly disappointed with the battery. They should have squeezed in about 2500 mah and i am sure this phone would have been more successful. But besides that i believe this is the best...READ MORE"
349,"My earlier iPhone model was iPhone 8,after that I used honor 8X,Oneplus 7t and vivo v19.My personal experience is the ui and quality of iPhone is damn good and you won?ôt like any other phone .Even the camera is single lens decent pictures without smudges are getting.Most users complain about battery life,in my opinion I am getting Decent battery life better than 8 and if you use it with reduced brightness ,no vibration you will get 24 hrs battery life.best low budget iPhone without any lag,go...READ MORE"
350,Very good for those who love small handy phones..it's same size as iphone 8.. would not recommend for playing pubg continuously..but it's good for all other useREAD MORE
351,Just ignore the battery performance.. the phone is good to use.. the experience is of using iOS is flawless..No fast charger..Music is the best part of iphone SE.. which is remarkableScreen size mmm yes its small.. but its ok to use.. but it works like as it is designed for smooth experience..I have Old SE as well.. apple experience is no doubt is amazing without any lag...Ignore the battery performance.. rest perfect for daily use..READ MORE
352,"Got it on sale.delivered on 15 aug.Nostalgia.Beautiful phone in red colour.build quality looks amazing,camera is amazing.UPS is compact size.Don?ôt know why people are complaining about battery life I got the phone at 75% battery ,I?ôve been using it for almost 6 hours and still the battery is at 35%.However don?ôt expect it to give a good battery back up when you play games on this phone,not for gamers and moderate to heavy users.It?ôs perfect for me.READ MORE"
353,I edited this just after 3 months of use that the battery is so so bad that i had to refill it atleast twice a day and it takes more than 2 hours to refill. This mobile was great in terms of performance and camera but lacks a little bit on the design and battery. The design was bit outdated and the mobile takes more than 2 hours to refill. The IOS experience was great but i do prefer the android experience which is free and have more variety in it. In this price range the only competitors are...READ MORE
354,Awesome product of apple in this price !! Only thing is small screen anybody needs to think twice!! But as I like small screen only it?ôs totally suitable for me!! Awesome SE !! Go for it!! ?òçREAD MORE
355,I love this phone. Camera is amazing and battery life is very good. It?ôs fast as well.READ MORE
356,"I was an Android user and this is the first iPhone I?ôve ever used. This phone has the best 4g processor, the thing that makes your phone last longer. The camera is decent with better pictures in day light when compared to night photos. The battery is of less capacity but if you are a light to average user, you can breeze through your day. A big NO if you are a gamer though.READ MORE"
357,If a phone with 4 hours screen on time does not sound exciting then I'd say skip the phone. You'd have to charge this phone twice a day for normal use. Rest it's snappy and has a good camera.READ MORE
358,"Just SUPERB!! Highly satisfied as it is ""completely meets My Requirements"" ! :-) Thanks to Flipkart as well for the fast and seamless delivery.READ MORE"
359,"Very good cell phone.Perfectly designed, right dimensions and updated features makes it Best Buy Thank you Flipkart for this amazing buy back and HDFC discount offersREAD MORE"
360,Apple is Apple !!I already have i phone 11 but I purchased this phone due to it?ôs  Compact Size  . I m using this phone Since 10 days... I phone SE provides exceptional performance in every terms ... I didn?ôt found any Con ... i used to do workout and running and this phone is easy to keep in my pocket due to its sizeREAD MORE
361,"After two weeks of usage , my review is that this phone is  super smooth in operations and very high performance and great camera . If you want a small phone which is very handy while driving then this phone is for you. Battery charging is required twice a day, if you are travelling then I suggest you purchase a power bank. The stereo speakers are also load enough.READ MORE"
362,Ultimate phone...smooth and value for money. Battery life is also good . I am loving the phone...super fast technology and the camera quality is awesome...READ MORE
363,I bought this for my sister.she is very happy with it.also thanks Flipkart for this wonderful phone.delievery was on time.also safe with OTP at the time of deliveryREAD MORE
364,"I am not a tech guy. I use my phone only for essential services. I don?ôt watch a lot of stuff on my phone but I read and browse a lot. I wanted a handy phone but I wasn?ôt sure if I should splash this cash on an iPhone. Always used android and was a bit apprehensive about moving to the Apple space. But what can I say, the hype is real. I?ôm experiencing something else. It?ôs super buttery smooth and extremely comfortable to use. I don?ôt play a lot of games but I like to do everything else fast...READ MORE"
365,If you are looking for a switch from android to iOS then iPhone se is the best option at this price range. Performance is excellent - thanks to the A13 bionic chipset. But for an android lover there are so many options at this price. Just go for that.Pros* Performance is masterclass including gaming. * Daylight camera performance is great. Good for photography but excellent for videography* Smooth display. It is only LCD display but far better than android phones LCD displays* Wireless ...READ MORE
366,Hands down the best value for money product in the segment. On one hand we have the best in class A13 bionic processor and on the other hand the best mobile operating system ever. With the privacy features but into iOS 14 it i THE PHONE to own in these times. The camera also never disappoints as it takes amazing pictures without you even thinking about the exposure. Highly recommend it to anyone who doesn?ôt like big bulky phones and need a super fast and secure operating system performance.READ MORE
367,"Phone has a very good build quality, performance is pretty good. Camera is pretty decent, battery backup is however not up to the mark given the fact that it has a 1821 mAH battery.READ MORE"
368,If you want a small and powerful phone and have charging facility at your workplace then go for it. This is the best value for money and best performer ever.READ MORE
369,"Good features like smart wake up , hands free Siri , good amount of Storage , heavy carrying feeling , Video quality  Weakness is weak battery and no so much outbound sound qualityREAD MORE"
370,"Delivery was prompt. Superb phone. Gifted this phone to my mother, she is so happy with it. Loved it.READ MORE"
371,Nice product witha nice camera.Good budget iphone but its not really a budget phone if compared to other android  phones.The battery  could be a little better and it could have provided a good port for connecting headphones or earphonesREAD MORE
372,It?ôs Awesome I liked this mobile very much. It?ôs compact and powerfulREAD MORE
373,"Review after usage of 2 Months.=========================================================================================My first iphone, I have used 5 android phones till now started with Micromax, Lenovo, Redmi, One plus and Redmi Note 5 pro. I purchase it with lot of expectation and I am satisfied with most of them however one disappointing is Battery ??Don?ôt purchase this phone if you are very heavy users. Strict No for a gamer. ---------------------------------------------------------...READ MORE"
374,Very good phone very convenient to use due to it?ôs size. Display is no problem if you can connect to iPad via hotspot and enjoy watching videos and reading articles. Even playing games on my mini iPad.Battery performance could have been better as people are dependent on their phones to a great extent for their daily activities. So if you use the phone except for heavy gaming it should get you thru the day easily.So why should you choose it: well it?ôs an iPhone and It?ôs fantastic performance...READ MORE
375,If you are buying this phone then you might as well consider buying iphone Xr. The display is very small and could?ôve been much much bigger. The battery is good but could?ôve been betterREAD MORE
376,Battery is a not great and not for a person who can?ôt charge this phone for 2 times a day. And gamers I would suggest u this phone only if u can keep it on charge when not gaming. Overall performance beast. PUBG is as smooth as butter. Didn?ôt get any single frame drop when 4 squad hotdrop Ace tier. Camera is really good. U would be happy on your clicks during daytime or on strong artificial light but obviously not at night. Worth the money coz 4-5 years of software update is really awesome.READ MORE
377,I used iPhone X and 11 bt I can?ôt get Comfort while useing bt se 2020 is most Comfortable and beautiful phone I like it  phone should be like seREAD MORE
378,The phone could be the best in segment if equipped with a turbo or wireless charger and Bluetooth EarPods. It gives a premium feel with a compact 4.7??design and Super fast processor.READ MORE
379,Great product as usual. Good for a days use. Need a fast charger with it to get the best performance in short time. There?ôs nothing to complain except battery performance.READ MORE
380,Everything is fine except battery. I?ôm not an pubg player so I can?ôt Specify the performance on basis of pubg. But I didn?ôt find any lag or slowness in this phone. Main point of this phone is.- very thin and slimYou will love it when you will start using it.I think only drawback is it?ôs battery. If the battery was good. It  was best. But anyway we can not expect that much battery backup from apple.I think apple should do more work on battery at least make it on the mark.I bought it aft...READ MORE
381,"It?ôs a good product overall... slightly overpriced.. battery is really bad...doesn?ôt last long...Performance wise good, fast . Superb camera pixel quality very good even with zoomed photos..READ MORE"
382,Good specs at best price I?ôve Recently upgraded from iPhone 8 to iPhone se and I would say this is a great upgrade and worth. This new SE phone great at performance and qualityREAD MORE
383,Nice I phone  small compact and light weight... processor is too good and as usual headphone quality awesome Nice packing .. thanx Flipkart for great serviceREAD MORE
384,pretty awesome phone .. loved its compact style and performance .READ MORE
385,Mobile is working awesome fast and smooth. Camera is very awesome but problem is only size of mobile displayBut over all I?ôm very happy with phoneREAD MORE
386,The rumors about this phone of its low battery backup are fake. It provides the best battery backup and lasts a full day with light use like Instagram and WhatsApp. The performance of this phone is the best compared to android phones at this price range. And with the iOS 14 update the iPhone SE is the star of the show . And there are no such noticable differences between the SE and the 12READ MORE
387,Only good thing about this phone is its processor.What is the use of good processor if you ve average camera below average screen size. I ve not udapted to new software but the UI is not that friendly with the present software version. You ll get very good Android phone for the same price. Or if you can shell out extra bucks then go for higher version of iPhone. This is not worth it.READ MORE
388,So after using the phone for 12 months straight here?ôs my long term review for this device - First w the pros -1) top notch performance2) best phone if u wanna enter the apple ecosystem 3)premium feel 4) great cameras5) can use it for 2-3 years straight because of the apple software the support 6)wireless charging/ fast charging compatibility 7)water resistant Cons - 1)small display 2)huge bezel 3) battery life is v bad of this device4)heats while using 5) no dedicated night mod...READ MORE
389,"From a first time iOS user I am using Pixel 4a and I got this phone for my wife. Very smooth experience, quite different then regular android and marginally better then Pixel's.Camera quality is quite good, even in comparison to Pixel, but I believe it's mostly because of its punchy colours.Layout/Usability/UI is quite different and it's taking some time to get used to it.Hardware is very premium, better then my existing pixel 4a.Functionality and Customization wise I find it lackin...READ MORE"
390,Iphone SE 2020 is the best iphone. I had iphone6 so i am used to this size and this screen size is perfectly fine and handy as well and light weight. Very happy with this buy. Bought a red one and its amazing red.READ MORE
391,Good phone but disappointed with no earpods and power adapter. Left a bittersweet taste.Battery backup is good enough for only decent usage. Not meant for gaming. Only for those who want entry into the Apple ecosystem at low costREAD MORE
392,"Ordered iphone SE 2020 from Flipkart and no regrets till now.This is my second iPhone purchase from Flipkart and they delivered it well within time.Phone is genuine, nicely packed (hats off to Apple Packaging Team too)Very nice upgrade from IPhone 6 - 16 GB.Used it for more than a week now; seems flawless.The Red Product is a special one to own as Apple donates from the sales of Red Products.The glass back looks very nice, however needs lot of care to prevent scratches.Cons: Battery l...READ MORE"
393,"The product is great in itself, other than the battery. I have a 2016 iPhone 6 and the battery life if pretty similar to that. Really hoping that Apple does something about the battery life in coming update. Other than that everything is great and it delivers what you're promised. A-13 bionic chip will amaze you with the speed and camera is great, specially for the price. Great phone, just be aware that you'll have to charge it multiple times a day, so don't forget to carry a power bank!READ MORE"
394,Best in the market Seriously no android phone can compete with this 4.7 inch beast performing device. A13 Bionic is far more superior than Snapdragon 865. I am an hardcore android guy & I am giving my genuine review after 4 days of extensive IOS usageREAD MORE
395,The iPhone SE 2020 is a real value for money mobile device. It has got the latest processor (A13 Bionic Chip) which is said to be the fastest processor that is present in the current market. The camera is a real catch having support for high definition video and photos that can be shot in portrait mode which adds a certain depth to the photos. The 4.7 inch screen is a real compact and comfy size for those who do not prefer large phone sizes. The battery life is great as well. All in all the i...READ MORE
396,"It's an outdated very very tiny phone, with a very poor battery life for a tiny phone. Only thing that's good is maybe the camera which again is useless in low light.Even the Netflix movies don't appear in full screen, imagine having a top and bottom bar while viewing movies on netflix on such a tiny phone. The front facing ear speaker too fades away and becomes in audible in just 2 months despite cleaning it with rubbing alcohol. The performance and the chip is useless if the phone is so ti...READ MORE"
397,Received handset 100% good condition & fast delivery with in 3 days & genuine priceIm happy with Flipkart.Phone performance is very good very fast Super stereo dolby sound crystal clear sound Camera is very good photography & video quality is awesome overall this iPhone se 2020 powerful smartphone in small & cute size.  CHHOTA PACKET BADA DHAMAKA??I love this iPhone model. Great camera for pics and videos Battery life is good so far with some setting turn of which i never use and when i...READ MORE
398,"Just bought this phone a week ago. Already loving the performance,camera.Also my usage is not much (no games)and the battery easily lasts for about 10 to 11 hoursAnyone who loves compact phone you should go for this phoneREAD MORE"
399,"If you are looking for a handy phone with best display and camera, go for it. Battery backup isnt that great, would know if you had been an iphone user before, but overall its so worth it !READ MORE"
400,Apple always best if you know how to jailbreak. Much faster processor battery too good and dual sim management better than non iOS device.READ MORE
401,It's lighting fast and picture quality is marvelous. Excellent battery except that if you are more on online streaming and gaming then you need to carry a 20k mah power bank. Shipment was delivered before the mentioned date and packaging was firm and sturdy when received. Overall I rate 5/5. End of the day an iPhone is an iPhone. Thanks flipkart for the best online offer.READ MORE
402,Best phone at this price...camera is also great with right lighting... Very easy to use in one hand. Very light in weight but still gives a good feeling in hands.....battery backup is also not that bad as everybody says...the A13 chip uses the power very smartly.overall a good quality product at reasonable price.READ MORE
403,"I have been using the SE for a good 12-13 days now, have tried gaming but i won't recommend buying this phone for power and gaming as that would drain the battery faster. The primary reason i went with the SE is the form factor and smaller screen, I wanted to cut down on my digital consumption and this has helped me do that.Pros:Super FastTaptic Engine is amazingVery Decent CameraGreat Build qualityEntry into Ios ecosystemSolid 5 years SupportCons:No night modeAverage batteryFor...READ MORE"
404,"I was using iPhone 6s earlier. So for me this phone is not an upgrade as such because the features are almost the same in both phones. Only in iPhone SE there is dual sim and front camera is of 7MP. Still I?ôm loving this phone. It has got a decent battery life (as compared to iPhone 6S) and the look and feel of this phone, especially in red colour is awesome. The camera and phone performance obviously are good as with all iPhones. For first time iPhone users, this should be the best phone to ...READ MORE"
405,This is my 1st iOS product and I am loving it Grate value of money Great performance Great camera Overall it?ôs best Less to expend Lots of love  ?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏èREAD MORE
406,"For a Advanced Old School freek.1. Battery backup is quite good as most of working type guy like me frequently use call, whatsapp, email on a daily basis in such case it will last for 11 hrs .2. Handy for me it's smart & fast but not a phablet like device for me Its 4'7 inch display is called phone .3. No need for Fast charger as it get full charged with in 2.30 hrs just put it after wake up & take it once you are ready .Rest things are mentioned by others for me I just want a smart spee...READ MORE"
407,I bought this phone with excitement and its really a fast phone. I like its fast processing and camera clarity but battery is little week in this phone.READ MORE
408,Nice single camera phone with average battery backup but I feel the price should be less than 40k as per the features of the phone. Overall I don't recommend to buy it just because of the price. But if you want an iPhone its the cheapest option(launched in 2020)READ MORE
409,It?ôs a pretty robust phone. Powerful then my Mac or my windows laptop. My screen time is around 7 hours as I do most of my stuffs from my phone. Be it a presentation or a photography- this device is very powerful . Thanks to AppleREAD MORE
410,"Compact size for those who want to use mobile phone with one hand, performance very fast and very smooth thanks to Bionic chip 13.READ MORE"
411,Super phone and super camera  and batter performance is bad and display super value for money also good and phone is very fastREAD MORE
412,Average camera quality if you love best camera phone then this is not the product for youAverage battery life also can't comment much since it's only few weeks before I purchased but definitely it's not a good battery Apart from camera and battery rest of the phone can match with expensive phone features. It has A13 chip which means performance will be better than iPhone 8 and 10READ MORE
413,"This thing is crazy fast and captures crispy photos but doesn?ôt have nightmode ( now a days 10k phone?ôs have nightmode) . Display is good but not bright as 2021 standards , battery optimisation is great I get around 7-8 hours of screen on time , fast charging works great , smaller display is bit of problem here otherwise this is a beastREAD MORE"
414,Pros :Excellent performanceZero lags Good software supportExcellent cameraBetter / stable apps compared to androidCons :Mediocre battery lifeNote: display is good enough for a 4.7'' phone. No pixelationIt can run all the demanding games and can take really good pics .  The only thing you need to understand is that for a heavy user the battery will last from 10 am - 4 pmREAD MORE
415,"Switched from iPhone 6 to iPhone SE 2020.Never wanted the big sizes, this is the best option as a beast in a small shell.Battery backup is fine which is around 6 hours in a single charge with dual sim.Other all functionalities are excellent as expected.In a short note, giving 9 on 10 for this product.READ MORE"
416,"Apple products are the best designed and architected devices with leading industry standards.this one is best for casual use. one of the fastest devices in this price range.Overpriced as per tech experts.The battery is best in ios devices. The camera is average but you can click stunning pics in Daylight. You can Opt for these Devices if your use is decent.If you love Android Os and Chinese phones such as Redmi, one plus then don't buy this one. Sometimes it is difficult to adjust indu...READ MORE"
417,It is fully hawa Naz phone . Back bottom on top so it is not comfort to easy back chapare to other phone.Charger need to be commonized Battery need to be increaseREAD MORE
418,"I had no other option so opted for this as I have been using iPhone for the past 12 yrs now. People who love to be on most of the time(gaming n browsing), this piece is not good for you as battery still sucks. Music lovers you can have a superb feel on speaker as apple has got it better than previous ones.READ MORE"
419,The phone just works ok. The battery backup is worst. Its only a few months and the battery health is reduced to 97%. The battery lasts less than a day. The display is just ok. I have a 3 year old iPhone xr which works great still. Recommended for only those people who need small size budget iPhone.READ MORE
420,"This is a superb affordable product from Apple. Performance : This phone?ôs performance is nothing lesser than Flagships, it?ôs top notch. Butter smooth experience.Design : Feels and looks premium.Software : Superb and easily adaptable. Mostly importantly no junk and unwanted apps. After being a Android user for years, this is the first time I felt I have full control over my phone and my apps. Privacy = Apple and Apple = Privacy.Battery: If not for it?ôs poor battery backup, I would hav...READ MORE"
421,"Best compact phone ,camera is excellent Battery is average Display is very nice Performance is a power house?î•?î•?î•READ MORE"
422,Buying a basic camera phone this price is not justified unless it is apple product. Camera quality is not good as expected from apple. Far better camera is available at half of price in other brandsREAD MORE
423,It is one iPhone that?ôs value for money. Has the same processing capability of iPhone 11. Only disadvantage is a step down on camera. Works amazing like any other iPhone.READ MORE
424,GOOD BUY FOR FIRST TIME APPLE USER ALL WORKS GOOD BUT BATTERY IS NOT SO GOOD FOR HEAVY USERS IT WILL GET FOR 7HRS FOR SURE FOR FULL CHARGE AND EASY TO CHARGE FROM 0 TO 100 IN 2AND HALF HOURS GOOD CAMERA QUALITY NO LAG IN MOBILE SMOOTH OSREAD MORE
425,Overall best phone for apple fans and who use their phones for light to moderate work.The A13 chip makes the processor faster and the camera of this phone is just splendid ! I would surely recommend this phone to the people looking for an iphone in a low budget :)READ MORE
426,I have purchased this phone just for the sake of Brand to gift it to my wife.! My Mi Note 9 pro max is way better to enjoy than this. Overall a good phone.READ MORE
427,This phone is awesome nd value for money all Functions   are smooth  superb .. camera is not on my expectations ..I gifted this phone my frnd ... nd she likes this.  Nd we are happy from this iPhone SE 2020.     ?ëå?ëå?ëå?òä?òäREAD MORE
428,I recently bought iPhone se from flipkart at very good discount price. Great entry level phone from Apple. The camera quality is awesome and speed of iPhone is fast as well. Got a quick delivery from flipkart on the very second after purchasing it. So far I am very happy using this phone. Would recommend this phone to others as well who are looking to buy their first ever Apple iPhone. Great buy.READ MORE
429,Pros:1. Good camera2. Fast processor 3. Secure4. Fast charging Cons:1. NO CHARGING ADAPTER & EARBUDS (Although they are writing that it is included but it is not)2. BatteryREAD MORE
430,iPhone SE 2nd Gen. massive to use A13 processor for multiple application and camera clarity extremely amazing with awesome feature its so cool to handle phone and compact... battery level rating its 4star.Requesting to iPhone: phone is so massive try to improve battery part backup for usage.READ MORE
431,"I am writing this review after more than a months usage, so here are my observations and findings.1. Excellent OS, super fast A13 chip no lag at all. Nice animations, highly customization now with ios 14.1 update. It will amaze you.2. Superb display especially when you zoom a picture it retains its pixels, awesome.3. Amazing 4K video at 60 FPS, absolutely amazing clarity.4. Very good speakers.5. Very light weight infact you wont feel its in your pocket.6. Camera is great with good clar...READ MORE"
432,"Everything is so awesome about this one, only thing is display which is quiet small. Battery life is good for me .  Having 6-7 Hours of screen on time on normal usage.READ MORE"
433,Woww. It's an amazing experience with such a small high performance phone. Really loved the working of this phone. The sound quality is tremendous than any other phone. Better than Dolby atmos in android as far as i felt. Better to go for it. One major difference which I have observed with respect to android is that the phone glass is so rigid that it did not have a single scratch even after it got slipped from a 2 ft height. Really awesome quality. Dont think much about battery as they made ...READ MORE
434,"I am very happy with this new version, which is actually a super-improved iPhone 6. The design is a bit different, and my old 6 case covered the camera lens, but with the new case added and everything running, she's about 3 times faster than my 6, has a much better camera, and is waterproof (even better with the case). The battery also lasts longer. Obviously the processor is a lot faster, but a lot cooler as well. I was really surprised at how fast this new SE 2020 is, and you can't beat the...READ MORE"
435,Fantastic phone using it as my secondary iphone  It?ôs smooth and fast thank you Flipkart ?§Ô∏èREAD MORE
436,I am giving my opinion after using 2 days...flip kart delivered it extremely fast...it?ôs a good budget phone...processor is very fast at least as off now...camera is very good...battery is not that up to mark like other iPhones...I think those who are using iPhone 7 or 8 won?ôt find much difference but yes this is a value for money product...it?ôs a sure buy in my opinionREAD MORE
437,"I got overheating issues with this phone that I received yesterday, can be a software bugBattery drains extremelyPerformance is better than 11proCamera is better than XRVery handy and comfortable to hold as I like bezel displaysREAD MORE"
438,"1. Amazing performance: the speed in opening and closing apps is amazing. iOS always had anyways a much sophisticated feel. The speed has increased it manifold2. Camera is good but not as much as you?ôd find in android phones of this budget. That can be foregone considering other advantages. Though I would say that there are some neat features like good quality HDR, slow-mo, Live Photo, ability to move from photo to video. The best feature here is the shutter speed which you will not get in a...READ MORE"
439,"Best quality phone.One of its kind,this size phone with A13 chip is unbeatable.For me its size its USP.It comfortably settles inside the pocket & can easily be handled in one hand with tea in other hand.Camera is excellent even night time clicks are very good.READ MORE"
440,"Bought this for my mom and she absolutely loves it. It?ôs red coloured variant looks really beautiful and elegant. The size is absolutely perfect for her hands, though people with bigger hands would feel little uncomfortable using it. The camera is good except for the portrait mode, that?ôs not as good as the ones with physical secondary lens, needless to explain that.  The performance is pretty amazing for general use though I doubt it?ôs suitability for gaming (would play games like PUBG, COD ...READ MORE"
441,"This phone have serious battery problems , it didn?ôt last the day. If you are playing game or doing video call then battery would drain very fast. Signal strength and wifi reception is also not very good due to old hardware.Even cheaper android phones have better wifi reception now. Camera is good but no night mode makes it weaker. And yes performance is too good but that cost your battery. To a new person who switches from android to ios, I would like to tell you that this phone gives tou pr...READ MORE"
442,Awesome product... Super fast processor.... camera is good... cool design... Red is really nice...READ MORE
443,"Small compact package that is light and easy to use. Comfort of the Small screen is refreshing, premium feel and excellent build quality, doesn't have the gesture controls but very powerful and good camera (Day light photos are spectacular). Battery life is a day on moderate usage with occasional heating during Camera usage.For those who need a phone that can last for 4 years but are not looking at it as a primary entertainment device.READ MORE"
444,Hello Customers like me....  It would be a great choice I you are willing to present any gift to your loved ones who loves iPhone... It was my first suspense to my wife .. She told it's an amazing product...READ MORE
445,"Phone is okk battery performance is very low , performance vise apple giveing letest software pubg runs very smooth only bad things is battery end display,apple give old look to the phone a big big Bezel on top & bottom look like iphone 7 but apple is apple if u want to buy for showing status in low prize u can purchase, but if u want good phone i suggest u go for xr or 11READ MORE"
446,Awesome really liked it. I have 11 pro as well and i can really assure you that it is no less. Value for money.READ MORE
447,Good Product by Apple.Battery life is not good just like other iPhones.Other than this things it's a complete package by Apple as far as processor and camera is concerned.READ MORE
448,Best for whom wants a compact size super phone. Loving it. Go for it without a second thoughtREAD MORE
449,Expected a better battery management. Looking forward to the next IOS update from Apple and hopefully they fix the battery management in that update. Everything else is super smooth. Camera is impressive. The phone feels premium. They have also improved the speakers which sounds great.READ MORE
450,"I?ôm pretty much satisfied with my purchase of this phone. For all those commenting on the battery life of this phone , it gives a decent 9-10 hrs backup after a full charge which is normally acceptable if u are not a phone frenzy.READ MORE"
451,Very smooth functioning and battery part is average will work for 6-8 hours if you are moderate user.Camera is awesome overall worth buying and satisfied . complete package of this segment as it works on A13  bionic chip which makes performance better ...can go for it without thinking twice...READ MORE
452,"I am satisfied with that great product just feel like premium, performance is very good, battery life is decent, camera nos very good so I am just satisfied with this productREAD MORE"
453,Best iPhone to have in ur pocket if u r comfortable with 4.7??screen which makes it very comfortable to use. Good camera with portrait mode..love the finishing and colour..good sound from speakers..using iPhone 6/6s and want to upgrade this is good option ?ëçREAD MORE
454,"Good handy phone .. one hand use, camera - rear is good, front is not that great, performance- good fast performing, but phone gets heated while using longer time which is not expected in iPhones.READ MORE"
455,"Go for this phone, Its compact, easy to use with single hand. Calling and speakers are clear. Interface is smart. Camera is excellent. For modest users the battery will last whole day. Earpods given in box are also decent enough.READ MORE"
456,"It?ôs another excellent product by Apple. Smooth, robust and value for money. If you get it below 40k then go for it. The charger plug I received is faulty but I am sure it will be replaced by the Apple store nearby. Overall a good budget phone with Apple?ôs trust.READ MORE"
457,"Awesome experience.... faster, very good display quality, smooth touch and operation, Fantastic camera, slim and light weight. Other than battery backup everything is top notch. Liked the device very much.READ MORE"
458,A good budget phone from Apple. A powerful machine at a reduced price. Owner?ùs pride neighbours envy. Easy to handle and the traditional looks of an I Phone gives a feel good factor.READ MORE
459,"This is my first iPhone experience the A13 Bionic chip is the USP of this product. The speed and performance when compared to all the phones I previously had this one stands apart. The price in which this was offered is a safe bet instead of going to higher models for higher price you get the same experience at a lesser price. I?ôll say go for it, this phone is handy and interesting to use.READ MORE"
460,I have been using iPhone earlier as well. This one is more brilliant phone with high performance speed and i love the perfect size of the phoneREAD MORE
461,"Small, handy, cute by look but a lot more powerful from within. Worth every penny I have spent for this super smart gadget from iconic ""Apple"".READ MORE"
462,If you are an Apple lover then go for this. I am happy with camera features when compared to 11. A13 chip gives awesome experience.Pros1. A13 chip gives the speed and power to the experience2. All latest featuresConsYet to find anyREAD MORE
463,"I sold my iphone 7 year back and bought 7T...now i sold 7T and bought SE. nothing can beat Apple.Handy, great performance, long lasting, secure.I hope apple will bring 3rd Gen by 2025 to respect small screen users. Thanks Apple.READ MORE"
464,Phone is really good and camera is also goodREAD MORE
465,Awesome YaarREAD MORE
466,"Camera,display&performance is OSM?î•READ MORE"
467,Mind blowingREAD MORE
468,Performance is awesome Camera is awesome Little more battery could be additional advantageREAD MORE
469,Awesome mobileREAD MORE
470,Stunning camera... go 4 it.. no need of any editing or filtersREAD MORE
471,I have given my Redmi note 4 phone in exchange and there was very small issue with my phone and they have taken Rs. 1800. But when I am seeing the my order it's showing that my exchange is cancelled... Your persons are doing fraud and taking phone... They are cheating and making pressure and showing some undue fault on exchange phone and trying to take money.. This is done with me today... Pls connect me and talk to me.READ MORE
472,Awesome Camera with Great specificationsREAD MORE
473,Worth for Money ?òç?òç?òçREAD MORE
474,"nice small size slim mobile,awesome camera awesome performance value for money, thanks to Flipkart and AppleREAD MORE"
475,Overall good Battery life is averageDisplay is averageREAD MORE
476,Flexin' on the new Iphone SE 2020?íõREAD MORE
477,GoodREAD MORE
478,Camera performance is fantastic?òç?òçREAD MORE
479,Apple is Apple.must buy....camera better then all .please refer below some of imagesREAD MORE
480,Performance is good with A13: display also good but battery backup is bad....READ MORE
481,Camera quality is best .READ MORE
482,I just loved it?§Ô∏èHandy phone  camera quality is awesome Without any doubt go for itREAD MORE
483,Nice product ?òé?òéOsm look?òçREAD MORE
484,"Fantastic product, i really love it.READ MORE"
485,Good product as expected.READ MORE
486,Full of exciting features?•∞?•∞READ MORE
487,IOS that fits into your palm. Just compact and smooth to use.READ MORE
488,"Wanna small,handy, cute phone ? Just go for it. Not for gamer's, but for simple usage and premium class phone.READ MORE"
489,"What a great buy. I'm so glad I didn't fall for bad battery reviews by some teenagers. If you don't play games then this phone can last you 5-6 hours SOT!For me its giving me 5 hours SOT with lots of whatsapp, spotify, twitch and youtube.If you got a 9 to 5 job and don't play games then this is the phone for you!READ MORE"
490,Awesome camera phone ?ì≤READ MORE
491,"Display is not good, after 3 days of continues efforts I am able to connect with call center executive and been told to contact nearest Apple center, I have paid full amount as exchange of old phone is not done in smooth,  Flipkart intelligent trained courier boys are examining old phone for more than 30 minutes to find glitches [if your old phone is good then they will make a dent to reject , so be careful] so I didn't gave my old phone for offered price , paid balance amount by cash.      ...READ MORE"
492,Got in good price in big billion day. Overall performance is good but battery backup is not satisfied.READ MORE
493,Happy to buy this phone and no regret. Great camera performance.READ MORE
494,Performance-----4. 9Camera-------------4. 5Battery--------------3. 5I think iPhone se 2020 is best budget king apple flagship phone todays market... Battery was decent.. Very light and completed.. Best qualityREAD MORE
495,Owasome and so handyREAD MORE
496,Amazing phone with below reasonshandy screen seizegood cameragood Batteryvery handy Seizeworks seamlessly with macbook pro- for calls and messages.Fast enough.6months apple music free1 year apple tv freeDual Sim (1-esim/1Sim)Buy neuralcam for night photosREAD MORE
497,One of the best phone I had ever.. I was hesitating to purchase since iPhone i never used before but after buying this phone I am totally in love with this...READ MORE
